number,title,createdAt,mergedAt,addedLineCount,removedLineCount,changedLineCount,fileCount,commitCount,commentCount,conversationCount,reviewerCount,approvalCount,participationCount,participationRate,timeFromReviewToMerge,averageResponseTime,averageTimeToApproval,averageLinesChangedPerCommit
33,Develop,1734067935000,1734067944000,26,4,30,2,4,0,0,0,0,0,NaN,NaN,0,0,10
